address,bedrooms,carpet_area,carp_area_unit,floors,location,price,price_per_sq_ft
"Pune, Maharashtra",2,,,4,"18.4680743173029,73.8930224694682",6900000,5702
"Pune, Maharashtra",2,691,,9,"18.452499,73.9042255",4200000,4795
"Pune, Maharashtra",3,,,14,"18.5599716,73.7838163",15000000,12048
"Pune, Maharashtra",3,,,10,"18.4796228255022,73.9047801294105",12000000,8000
"Pune, Maharashtra",2,,,11,"18.601256,73.7645369",10000000,9699
"Pune, Maharashtra",3,1225,,14,"18.6536881,73.7400954",16500000,9706
"Pune, Maharashtra",3,1390,,10,"18.5584495,73.7874015",14500000,9680
"Pune, Maharashtra",2,752,,12,"18.5768131896138,73.9780692718883",8300000,8487
"Pune, Maharashtra",3,1300,,14,"18.5046404,73.7649625",20000000,11461
"Pune, Maharashtra",3,1450,,18,"18.5527185,73.9454065",27500000,14103
"Pune, Maharashtra",2,,,12,"18.4509142546204,73.9159532114877",4600000,5943
"Pune, Maharashtra",2,771,,6,"18.5594882750649,73.809054939168",12000000,11538
"Pune, Maharashtra",2,796,,11,"18.5046404,73.7649625",7800000,
"Pune, Maharashtra",2,,,15,"18.5527185,73.9454065",11500000,11954
"Pune, Maharashtra",2,,,29,"18.5599716,73.7838163",12700000,15030
"Pune, Maharashtra",2,901,,10,"18.615674,73.7707471",9500000,8211
"Pune, Maharashtra",3,,,8,"18.5810936,73.771877",7000000,6029
"Pune, Maharashtra",3,1251,,4,"18.5810936,73.771877",14700000,11751
"Pune, Maharashtra",2,900,,7,"18.7379863746817,73.6392078677275",4500000,5769
"Pune, Maharashtra",3,,,7,"18.7379863746817,73.6392078677275",4500000,4447
"Pune, Maharashtra",3,783,,9,"18.601732750311,73.7220719182405",6500000,5773
"Pune, Maharashtra",2,,,12,"18.4443480308241,73.8897421581184",6000000,5994
"Pune, Maharashtra",3,1163,,21,"18.5810936,73.771877",18500000,15417
"Pune, Maharashtra",3,950,,16,"18.5013815,73.752738",9000000,7200
"Pune, Maharashtra",2,,,2,"18.5228754199699,73.985179560855",2700000,5400
"Pune, Maharashtra",2,,,9,"18.5010967026398,73.9358682814506",5200000,5474
"Pune, Maharashtra",3,979,,25,"18.6201867777314,73.7465762407311",15000000,11355
"Pune, Maharashtra",2,,,6,"18.5670809479105,73.9171057653814",14500000,13810
"Pune, Maharashtra",3,1104,,16,"18.6472940504809,73.8976683302982",13700000,10316
"Pune, Maharashtra",2,,,5,"18.6536881,73.7400954",7000000,6903
"Pune, Maharashtra",2,855,,10,"18.4509142546204,73.9159532114877",6800000,5981
"Pune, Maharashtra",2,,,4,"18.7621144,73.8657666",3000000,3750
"Pune, Maharashtra",2,,,22,"18.5228754199699,73.985179560855",8200000,8367
"Pune, Maharashtra",2,715,,12,"18.6201867777314,73.7465762407311",9500000,9500
"Pune, Maharashtra",2,600,,4,"18.470928,73.866976",3000000,4127
"Pune, Maharashtra",2,713,,11,"18.5911585,73.9260013",6500000,6190
"Pune, Maharashtra",2,,,,"18.601256,73.7645369",9356200,12941
"Pune, Maharashtra",2,1185,,5,"18.3508177593047,74.0307512790923",4500000,3750
"Pune, Maharashtra",2,,,12,,8000000,11034
"Pune, Maharashtra",3,,,12,"18.615674,73.7707471",31000000,9394
"Pune, Maharashtra",3,1100,,13,"18.662479,73.879102",8000000,7273
"Pune, Maharashtra",2,925,,6,"18.4444865911802,73.8231828087887",5000000,5263
"Pune, Maharashtra",2,625,,27,"18.5721265707285,73.7570589491508",7300000,11680
"Pune, Maharashtra",3,,,2,"18.5655421,73.8553709",18000000,8079
"Pune, Maharashtra",2,,,11,"18.5759478631738,74.0086598251696",7900000,7531
"Pune, Maharashtra",3,1050,,11,"18.4233784664528,73.8883288371333",8300000,5971
"Pune, Maharashtra",2,775,,5,"18.4840208690126,73.7941150152749",9000000,9474
"Pune, Maharashtra",3,,,25,"18.57665898,73.74029007",20000000,11429
"Pune, Maharashtra",2,,,11,"18.5892565,73.813192",15000000,14985
"Pune, Maharashtra",3,612,,6,"18.65602452,73.76901339",8577000,9997
"Pune, Maharashtra",2,,,7,"18.5010967026398,73.9358682814506",10500000,11628
"Pune, Maharashtra",2,725,,17,"18.5915090200973,73.8965510533003",8500000,8754
"Pune, Maharashtra",2,700,,4,"18.5911585,73.9260013",6500000,7222
