city_name,bathrooms,address,carpet_area,floors,price,price_per_sq_ft
Agra,2,"Agra, Uttar Pradesh",1500,12,4700000,3133
Agra,2,"Agra, Uttar Pradesh",,,9000000,5650
Agra,1,"Agra, Uttar Pradesh",,10,2100000,3088
Agra,2,"Agra, Uttar Pradesh",1500,,4000000,2667
Agra,1,"Agra, Uttar Pradesh",65,1,5000000,76923
Agra,3,"Agra, Uttar Pradesh",,4,17000000,10652
Agra,2,"Agra, Uttar Pradesh",910,1,4099999,4316
Agra,2,"Agra, Uttar Pradesh",,4,3500000,3804
Agra,2,"Agra, Uttar Pradesh",,2,7200000,6400
Agra,2,"Agra, Uttar Pradesh",,6,4500000,4091
Agra,2,"Agra, Uttar Pradesh",,,3500000,4321
Agra,2,"Agra, Uttar Pradesh",,3,2200000,1500
Agra,1,"Agra, Uttar Pradesh",,1,11000000,9190
Agra,2,"Agra, Uttar Pradesh",955,6,5200000,4837
Agra,3,"Agra, Uttar Pradesh",,,8550000,6597
Agra,3,"Agra, Uttar Pradesh",121,5,12000000,
Agra,2,"Agra, Uttar Pradesh",,,5000000,3333
Agra,2,"Agra, Uttar Pradesh",,4,2500000,2778
Agra,3,"Agra, Uttar Pradesh",135,5,15500000,114815
Agra,2,"Agra, Uttar Pradesh",200,,13500000,
Agra,2,"Agra, Uttar Pradesh",,1,3000000,3000
Agra,3,"Agra, Uttar Pradesh",,,9000000,7532
Agra,2,"Agra, Uttar Pradesh",840,1,2800000,3333
Agra,2,"Agra, Uttar Pradesh",454,,3800000,8370
Agra,1,"Agra, Uttar Pradesh",500,3,2400000,4800
Agra,2,"Agra, Uttar Pradesh",800,3,2200000,2588
Agra,1,"Agra, Uttar Pradesh",850,,3700000,4111
Agra,1,"Agra, Uttar Pradesh",,,4000000,2222
Agra,2,"Agra, Uttar Pradesh",,3,6500000,5000
Agra,3,"Agra, Uttar Pradesh",,2,6500000,4333
Agra,2,"Agra, Uttar Pradesh",,1,11000000,17628
Agra,2,"Agra, Uttar Pradesh",,6,3200000,2977
Agra,3,"Agra, Uttar Pradesh",900,1,2700000,3000
Agra,2,"Agra, Uttar Pradesh",,1,3500000,3286
Agra,2,"Agra, Uttar Pradesh",,,3200000,3765
Agra,3,"Agra, Uttar Pradesh",100,,8000000,8889
Agra,2,"Agra, Uttar Pradesh",125,1,4000000,3556
Agra,1,"Agra, Uttar Pradesh",720,,3699000,5138
Agra,2,"Agra, Uttar Pradesh",,,3500000,3553
Agra,2,"Agra, Uttar Pradesh",,1,3700000,4353
Agra,3,"Agra, Uttar Pradesh",,7,6000000,3987
Agra,2,"Agra, Uttar Pradesh",,3,3850000,4185
Agra,3,"Agra, Uttar Pradesh",1739,2,9500000,2485
Agra,2,"Agra, Uttar Pradesh",1150,3,3500000,3043
Agra,3,"Agra, Uttar Pradesh",1525,,14000000,6428
Agra,2,"Agra, Uttar Pradesh",,,2800000,3733
Agra,3,"Agra, Uttar Pradesh",,,8220000,6667
Agra,3,"Agra, Uttar Pradesh",10,3,4800000,6667
Agra,3,"Agra, Uttar Pradesh",,1,4000000,2963
Agra,4,"Agra, Uttar Pradesh",265,2,29500000,12369
Agra,1,"Agra, Uttar Pradesh",,,1500000,2924
Agra,2,"Agra, Uttar Pradesh",1148,4,5000000,4167
Agra,1,"Agra, Uttar Pradesh",600,2,2200000,2619
Agra,2,"Agra, Uttar Pradesh",1050,4,3500000,
Agra,2,"Agra, Uttar Pradesh",,,4000000,2963
Agra,2,"Agra, Uttar Pradesh",128,,3000000,2604
Agra,2,"Agra, Uttar Pradesh",,1,3500000,3889
